timestamp,src_computer,dst_computer,label,snapshot
2019-07-15 14:08:03,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:02,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:08:02,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:02,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:07:25,192.168.3.29,23.35.177.137,0,0
2019-07-15 14:08:05,192.168.3.29,23.35.177.137,0,0
2019-07-15 14:06:06,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:08:04,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:07:55,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:07:57,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:10,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:07:10,192.168.3.29,216.58.217.202,0,0
2019-07-15 14:08:18,192.168.3.29,216.58.217.202,0,0
2019-07-15 14:08:13,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:18,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:13,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:22,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:56,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:56,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:14,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:14,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:14,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:14,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:24,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:24,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:27,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:09:24,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:29,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:09:27,72.201.228.135,192.168.3.29,0,0
2019-07-15 13:45:39,192.168.3.29,8.8.8.8,0,0
2019-07-15 14:09:36,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:29,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:07:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:07:46,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:09:42,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:50,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:07:54,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:06:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:09:42,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:51,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:08:06,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:08:12,192.168.3.29,23.61.194.19,0,0
2019-07-15 14:10:06,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:03,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:37,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:10:31,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:38,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:48,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:57,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:57,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:08,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:14,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:08,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:16,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:16,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:19,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:24,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:11:24,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:11:24,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:11:24,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:11:24,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:24,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:11:25,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:25,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:34,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:25,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:11:37,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:43,192.168.3.29,72.201.228.135,0,0
2019-07-15 14:09:46,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:09:54,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:11:37,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:43,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:55,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:10:12,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:12:19,192.168.3.29,35.224.99.156,0,0
2019-07-15 14:10:13,192.168.3.29,23.61.194.19,0,0
2019-07-15 14:12:18,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:12:30,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:12:18,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:09:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:12:22,192.168.3.29,23.61.194.19,0,0
2019-07-15 14:12:42,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:11:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:11:46,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:11:54,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:13:13,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:13:13,72.201.228.135,192.168.3.29,0,0
2019-07-15 14:12:16,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:13:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:13:46,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:12:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:13:57,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:09:32,38.27.100.197,192.168.3.29,0,0
2019-07-15 14:00:55,192.168.3.29,8.8.8.8,0,0
2019-07-15 14:14:16,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:17:19,192.168.3.29,35.222.85.5,0,0
2019-07-15 14:15:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:15:47,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:15:59,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:16:12,192.168.3.29,23.48.32.169,0,0
2019-07-15 14:17:38,192.168.3.1,192.168.3.29,0,0
2019-07-15 14:18:14,192.168.3.29,192.168.3.1,0,0
2019-07-15 14:16:18,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:15:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:16:05,38.27.100.197,192.168.3.29,0,0
2019-07-15 14:17:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:17:47,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:18:01,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:18:18,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:18:13,192.168.3.29,23.48.32.169,0,0
2019-07-15 14:20:22,192.168.3.29,23.48.32.169,0,0
2019-07-15 14:19:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:19:48,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:18:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:20:01,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:20:18,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:22:20,192.168.3.29,35.224.99.156,0,0
2019-07-15 14:21:42,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:21:48,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:22:01,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:22:19,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:21:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:23:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:23:49,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:24:03,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:24:12,192.168.3.29,23.48.32.195,0,0
2019-07-15 14:24:19,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:27:19,192.168.3.29,35.224.99.156,0,0
2019-07-15 14:25:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:25:49,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:24:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:26:06,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:26:19,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:26:13,192.168.3.29,23.48.32.195,0,0
2019-07-15 14:28:22,192.168.3.29,23.48.32.195,0,0
2019-07-15 14:27:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:27:49,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:28:08,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:28:21,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:27:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:29:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:29:49,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:30:10,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:32:19,192.168.3.29,35.222.85.5,0,0
2019-07-15 14:30:21,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:33:36,192.168.3.29,192.30.253.112,0,0
2019-07-15 14:33:37,192.30.253.112,192.168.3.29,0,0
2019-07-15 14:31:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:31:50,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:30:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:32:10,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:32:13,192.168.3.29,23.219.38.49,0,0
2019-07-15 14:32:21,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:32:40,192.168.3.1,192.168.3.29,0,0
2019-07-15 14:34:53,192.168.3.29,140.82.114.4,0,0
2019-07-15 14:35:00,140.82.114.4,192.168.3.29,0,0
2019-07-15 14:35:10,192.168.3.29,140.82.114.4,0,0
2019-07-15 14:35:16,140.82.114.4,192.168.3.29,0,0
2019-07-15 14:33:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:33:51,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:34:10,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:34:13,192.168.3.29,23.219.38.49,0,0
2019-07-15 14:34:27,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:34:40,192.168.3.1,192.168.3.29,0,0
2019-07-15 14:33:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:36:22,192.168.3.29,23.219.38.49,0,0
2019-07-15 14:37:20,192.168.3.29,35.224.99.156,0,0
2019-07-15 14:37:26,192.168.3.29,91.189.91.26,0,0
2019-07-15 14:35:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:35:52,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:36:12,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:36:27,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:37:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:37:53,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:36:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:37:10,192.168.3.29,216.58.217.202,0,0
2019-07-15 14:40:01,192.168.3.29,216.58.217.202,0,0
2019-07-15 14:40:01,216.58.217.202,192.168.3.29,0,0
2019-07-15 14:38:15,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:38:29,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:39:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:39:54,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:40:13,192.168.3.29,23.61.194.8,0,0
2019-07-15 14:40:17,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:42:19,192.168.3.29,35.224.99.156,0,0
2019-07-15 14:40:32,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:39:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:41:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:41:55,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:42:17,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:42:13,192.168.3.29,23.61.194.8,0,0
2019-07-15 14:42:25,192.168.3.29,23.35.177.137,0,0
2019-07-15 14:42:37,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:44:22,192.168.3.29,23.61.194.8,0,0
2019-07-15 14:44:09,192.168.3.29,54.201.35.95,0,0
2019-07-15 14:44:27,192.168.3.29,23.35.177.137,0,0
2019-07-15 14:45:16,23.35.177.137,192.168.3.29,0,0
2019-07-15 14:43:43,192.168.3.10,239.2.11.71,0,0
2019-07-15 14:43:55,8.6.0.1,8.0.6.4,0,0
2019-07-15 14:42:58,0.87.248.248,3.0.0.0,0,0
2019-07-15 14:44:17,0.0.0.0,255.255.255.255,0,0
2019-07-15 14:44:39,192.168.3.29,192.168.3.31,0,0
2019-07-15 14:19:04,38.27.100.197,192.168.3.29,0,0
2019-07-15 14:46:47,38.27.100.197,192.168.3.29,0,1
2019-07-15 14:47:20,192.168.3.29,35.222.85.5,0,1
2019-07-15 14:45:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:45:56,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:46:19,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:46:40,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:45:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 14:47:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:47:57,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:48:12,192.168.3.29,23.48.32.195,0,1
2019-07-15 14:48:22,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:48:40,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:48:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 14:49:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:49:58,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:52:19,192.168.3.29,35.222.85.5,0,1
2019-07-15 14:50:12,192.168.3.29,23.48.32.195,0,1
2019-07-15 14:50:22,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:50:40,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:52:22,192.168.3.29,23.48.32.195,0,1
2019-07-15 14:51:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:50:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 14:51:59,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:52:23,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:52:45,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:46:50,38.27.100.197,192.168.3.29,0,1
2019-07-15 14:53:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:53:59,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:50:24,192.168.3.29,8.8.8.8,0,1
2019-07-15 14:54:23,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:54:46,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:53:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 14:57:19,192.168.3.29,35.224.99.156,0,1
2019-07-15 14:55:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:56:00,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:56:12,192.168.3.29,23.61.194.8,0,1
2019-07-15 14:56:23,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:55:10,38.27.100.197,192.168.3.29,0,1
2019-07-15 14:56:48,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:57:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 14:56:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 14:58:01,8.6.0.1,8.0.6.4,0,1
2019-07-15 14:58:13,192.168.3.29,23.61.194.8,0,1
2019-07-15 14:58:25,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:58:48,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:00:22,192.168.3.29,23.61.194.8,0,1
2019-07-15 14:59:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:00:02,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:02:20,192.168.3.29,35.222.85.5,0,1
2019-07-15 15:00:28,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:00:48,192.168.3.29,192.168.3.31,0,1
2019-07-15 14:59:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 15:01:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:02:03,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:02:28,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:02:49,192.168.3.29,192.168.3.31,0,1
2019-07-15 13:53:42,192.168.3.29,8.8.8.8,0,0
2019-07-15 15:03:43,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:02:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 15:04:03,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:04:13,192.168.3.29,23.61.194.8,0,1
2019-07-15 15:04:29,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:04:54,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:07:19,192.168.3.29,35.224.99.156,0,1
2019-07-15 15:05:44,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:06:04,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:06:13,192.168.3.29,23.61.194.8,0,1
2019-07-15 15:06:29,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:05:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 15:06:55,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:08:22,192.168.3.29,23.61.194.8,0,1
2019-07-15 15:07:44,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:07:10,192.168.3.29,172.217.5.202,0,1
2019-07-15 15:10:01,192.168.3.29,172.217.5.202,0,1
2019-07-15 15:10:01,172.217.5.202,192.168.3.29,0,1
2019-07-15 15:08:04,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:08:29,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:08:59,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:09:44,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:08:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 15:10:04,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:12:19,192.168.3.29,35.224.99.156,0,1
2019-07-15 15:10:31,0.0.0.0,255.255.255.255,0,1
2019-07-15 14:58:35,38.27.100.197,192.168.3.29,0,1
2019-07-15 15:11:00,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:11:44,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:12:04,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:12:12,192.168.3.29,23.219.38.65,0,1
2019-07-15 15:12:34,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:11:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 15:13:00,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:13:44,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:14:05,8.6.0.1,8.0.6.4,0,1
2019-07-15 15:14:13,192.168.3.29,23.219.38.65,0,1
2019-07-15 15:14:34,0.0.0.0,255.255.255.255,0,1
2019-07-15 15:15:02,192.168.3.29,192.168.3.31,0,1
2019-07-15 15:16:22,192.168.3.29,23.219.38.65,0,1
2019-07-15 15:17:20,192.168.3.29,35.224.99.156,0,1
2019-07-15 15:15:44,192.168.3.10,239.2.11.71,0,1
2019-07-15 15:14:58,0.87.248.248,3.0.0.0,0,1
2019-07-15 15:17:25,192.168.3.29,23.59.65.137,0,1
2019-07-15 15:18:05,192.168.3.29,23.59.65.137,0,1
