,src,dest,score,snapshot,time,label,pred
15272,C8758,C92,0.9997100608916452,1055,312472,False,True
15273,C8758,C92,0.9997100608916452,1055,312499,False,True
15286,C994,C1015,0.9997100608729157,1055,312549,False,True
15288,C148,C1173,0.9997100608657388,1055,312560,False,True
15289,C148,C1173,0.9997100608657388,1055,312572,False,True
15297,C1173,C3401,0.9997100609055019,1055,312614,False,True
15298,C1173,C16933,0.99971006091149,1055,312739,False,True
15299,C1003,C3401,0.999710060881196,1055,312617,False,True
15300,C1003,C16933,0.9997100608871841,1055,312742,False,True
15301,C1056,C3401,0.9997100608769647,1055,312613,False,True
15302,C1056,C16933,0.9997100608829528,1055,312738,False,True
15303,C504,C3401,0.9997100608902967,1055,312615,False,True
15304,C504,C16933,0.9997100608962848,1055,312740,False,True
15305,C3468,C3401,0.9997100608820881,1055,312618,False,True
15306,C3468,C16933,0.9997100608880762,1055,312743,False,True
15307,C3401,C728,0.9997100608698211,1055,312619,False,True
15517,C1789,C3586,0.9997100608840508,1056,312810,False,True
15518,C1789,C3586,0.9997100608840508,1056,312975,False,True
15645,C1495,C2589,0.9997100608618401,1056,312978,False,True
15646,C1495,C2589,0.9997100608618401,1056,313021,False,True
15699,C2253,C36,0.9997100608768976,1056,312890,False,True
15712,C9692,C923,0.9997100608693352,1056,313167,False,True
15713,C1194,C2772,0.9997100608740386,1056,313179,False,True
15714,C1194,C3873,0.9997100608684317,1056,313185,False,True
15715,C1194,C2606,0.9997100608784433,1056,313187,False,True
15996,C1789,C3586,0.9997100608840508,1057,313216,False,True
15997,C1789,C3586,0.9997100608840508,1057,313477,False,True
16155,C19497,C4784,0.9997100608788574,1057,313345,False,True
16156,C19497,C1152,0.9997100608762175,1057,313348,False,True
16157,C19497,C108,0.999710060896333,1057,313353,False,True
16158,C19497,C108,0.999710060896333,1057,313360,False,True
16159,C19497,C2325,0.9997100608706021,1057,313354,False,True
16162,C19497,C2731,0.9997100608937596,1057,313362,False,True
16163,C19497,C1665,0.9997100608833625,1057,313368,False,True
16164,C19497,C4747,0.9997100608727942,1057,313382,False,True
16168,C8758,C2162,0.9997100608707487,1057,313506,False,True
16169,C8758,C2162,0.9997100608707487,1057,313645,False,True
16170,C2162,C15293,0.9997100608615679,1057,313565,False,True
16172,C1495,C2589,0.9997100608618401,1057,313626,False,True
16173,C1495,C2589,0.9997100608618401,1057,313628,False,True
16360,C1789,C3586,0.9997100608840508,1058,313673,False,True
16361,C1789,C3586,0.9997100608840508,1058,313908,False,True
16668,C6189,C3249,0.9997100608863074,1058,314052,False,True
16673,C2162,C15293,0.9997100608615679,1058,314091,False,True
16674,C19932,C1665,0.9997100608775442,1058,313967,False,True
16675,C19932,C4747,0.999710060866976,1058,313968,False,True
16677,C11268,C1015,0.9997100608745331,1058,313842,False,True
16678,C11268,C1015,0.9997100608745331,1058,313843,False,True
16679,C11268,C1015,0.9997100608745331,1058,314104,False,True
16680,C11268,C1015,0.9997100608745331,1058,314105,False,True
16687,C1495,C2589,0.9997100608618401,1058,314037,False,True
16688,C1495,C2589,0.9997100608618401,1058,314130,False,True
16689,C3575,C2519,0.9997100608951904,1058,314087,False,True
16779,C1789,C3586,0.9997100608840508,1059,314185,False,True
16780,C1789,C3586,0.9997100608840508,1059,314403,False,True
16934,C8758,C2162,0.9997100608707487,1059,314194,False,True
17054,C1495,C2589,0.9997100608618401,1059,314229,False,True
17055,C1495,C2589,0.9997100608618401,1059,314416,False,True
17056,C961,C1173,0.9997100608755777,1059,314239,False,True
17061,C20455,C2651,0.9997100608699947,1059,314448,False,True
17062,C20455,C2651,0.9997100608699947,1059,314456,False,True
17063,C1056,C16933,0.9997100608829528,1059,314560,False,True
17064,C3468,C16933,0.9997100608880762,1059,314565,False,True
17065,C2472,C754,0.9997100608831704,1059,314249,False,True
17066,C2472,C754,0.9997100608831704,1059,314251,False,True
17090,C9692,C923,0.9997100608693352,1059,314507,False,True
17092,C923,C20966,0.9997100609024907,1059,314526,False,True
17094,C20966,C1973,0.9997100608891952,1059,314525,False,True
17095,C21542,C2519,0.9997100608954848,1059,314529,False,True
17097,C16933,C504,0.9997100608962848,1059,314561,False,True
17239,C1789,C3586,0.9997100608840508,1060,314595,False,True
17240,C1789,C3586,0.9997100608840508,1060,314825,False,True
17373,C17831,C923,0.9997100608965599,1060,314612,False,True
17377,C10668,C231,0.9997100608699078,1060,314830,False,True
17378,C10668,C231,0.9997100608699078,1060,314855,False,True
17379,C10668,C231,0.9997100608699078,1060,314857,False,True
17380,C10668,C231,0.9997100608699078,1060,314869,False,True
17381,C10668,C231,0.9997100608699078,1060,314878,False,True
17382,C10668,C231,0.9997100608699078,1060,314961,False,True
17383,C10668,C231,0.9997100608699078,1060,314980,False,True
17384,C10668,C706,0.9997100608710467,1060,314831,False,True
17385,C10668,C706,0.9997100608710467,1060,314856,False,True
17386,C10668,C706,0.9997100608710467,1060,314858,False,True
17387,C10668,C706,0.9997100608710467,1060,314870,False,True
17388,C10668,C706,0.9997100608710467,1060,314879,False,True
17389,C10668,C706,0.9997100608710467,1060,314904,False,True
17390,C10668,C706,0.9997100608710467,1060,314905,False,True
17391,C10668,C706,0.9997100608710467,1060,314922,False,True
17392,C10668,C706,0.9997100608710467,1060,314940,False,True
17393,C10668,C706,0.9997100608710467,1060,314962,False,True
17520,C20455,C2651,0.9997100608699947,1060,314739,False,True
17521,C20455,C2651,0.9997100608699947,1060,314747,False,True
17522,C2253,C36,0.9997100608768976,1060,314766,False,True
17523,C1495,C2589,0.9997100608618401,1060,314839,False,True
17525,C12073,C1183,0.999710060889892,1060,314916,False,True
17526,C12073,C1183,0.999710060889892,1060,314918,False,True
17527,C12073,C1183,0.999710060889892,1060,314920,False,True
17528,C6189,C3249,0.9997100608863074,1060,314929,False,True
17532,C1495,C2589,0.9997100608618401,1061,315125,False,True
17533,C1495,C2589,0.9997100608618401,1061,315186,False,True
17631,C1789,C3586,0.9997100608840508,1061,315028,False,True
17632,C1789,C3586,0.9997100608840508,1061,315176,False,True
17864,C2920,C3249,0.9997100608819012,1061,315094,False,True
17865,C2920,C3953,0.9997100608657818,1061,315120,False,True
17866,C3249,C6189,0.9997100608863074,1061,315209,False,True
17871,C21535,C754,0.999710060869652,1061,315114,False,True
17872,C21535,C754,0.999710060869652,1061,315116,False,True
17873,C21535,C754,0.999710060869652,1061,315244,False,True
17987,C1789,C3586,0.9997100608840508,1062,315384,False,True
17988,C1789,C3586,0.9997100608840508,1062,315610,False,True
18280,C16933,C1003,0.9997100608871841,1062,315449,False,True
18338,C17019,C2721,0.9997100608651546,1062,315618,False,True
18339,C961,C1173,0.9997100608755777,1062,315639,False,True
18466,C1789,C3586,0.9997100608840508,1063,315842,False,True
18467,C1789,C3586,0.9997100608840508,1063,316089,False,True
18468,C1789,C3586,0.9997100608840508,1063,316364,False,True
18770,C1521,C13797,0.9997100608618925,1063,316103,False,True
18828,C17019,C2721,0.9997100608651546,1063,315963,False,True
18836,C742,C3758,0.9997100608988834,1063,315994,False,True
18841,C1527,C231,0.9997100609034191,1063,316166,False,True
18842,C1527,C231,0.9997100609034191,1063,316190,False,True
18843,C1527,C231,0.9997100609034191,1063,316197,False,True
18844,C1527,C231,0.9997100609034191,1063,316217,False,True
18845,C1527,C231,0.9997100609034191,1063,316220,False,True
18846,C1527,C231,0.9997100609034191,1063,316255,False,True
18847,C1527,C231,0.9997100609034191,1063,316258,False,True
18848,C1527,C231,0.9997100609034191,1063,316291,False,True
18849,C1527,C231,0.9997100609034191,1063,316300,False,True
18850,C1527,C231,0.9997100609034191,1063,316303,False,True
18851,C1527,C231,0.9997100609034191,1063,316351,False,True
18852,C1527,C231,0.9997100609034191,1063,316353,False,True
18853,C1527,C231,0.9997100609034191,1063,316356,False,True
18854,C1527,C706,0.999710060904558,1063,316167,False,True
18855,C1527,C706,0.999710060904558,1063,316191,False,True
18856,C1527,C706,0.999710060904558,1063,316198,False,True
18857,C1527,C706,0.999710060904558,1063,316218,False,True
18858,C1527,C706,0.999710060904558,1063,316221,False,True
18859,C1527,C706,0.999710060904558,1063,316224,False,True
18860,C1527,C706,0.999710060904558,1063,316254,False,True
18861,C1527,C706,0.999710060904558,1063,316256,False,True
18862,C1527,C706,0.999710060904558,1063,316259,False,True
18863,C1527,C706,0.999710060904558,1063,316292,False,True
18864,C1527,C706,0.999710060904558,1063,316296,False,True
18865,C1527,C706,0.999710060904558,1063,316301,False,True
18866,C1527,C706,0.999710060904558,1063,316350,False,True
18867,C1527,C706,0.999710060904558,1063,316352,False,True
18868,C21539,C754,0.999710060864923,1063,316213,False,True
18869,C21539,C754,0.999710060864923,1063,316225,False,True
18870,C21539,C754,0.999710060864923,1063,316229,False,True
18871,C21539,C754,0.999710060864923,1063,316235,False,True
18872,C21539,C754,0.999710060864923,1063,316240,False,True
18873,C21539,C754,0.999710060864923,1063,316241,False,True
19004,C1789,C3586,0.9997100608840508,1064,316615,False,True
19108,C21539,C754,0.999710060864923,1064,316376,False,True
19109,C21539,C754,0.999710060864923,1064,316388,False,True
19110,C21539,C754,0.999710060864923,1064,316390,False,True
19111,C21539,C754,0.999710060864923,1064,316401,False,True
19112,C21539,C754,0.999710060864923,1064,316411,False,True
19113,C754,C21495,0.9997100608855558,1064,316530,False,True
19114,C754,C21495,0.9997100608855558,1064,316532,False,True
19115,C754,C21495,0.9997100608855558,1064,316536,False,True
19116,C754,C21495,0.9997100608855558,1064,316667,False,True
19117,C754,C21495,0.9997100608855558,1064,316669,False,True
19118,C754,C21495,0.9997100608855558,1064,316813,False,True
19119,C754,C21495,0.9997100608855558,1064,316814,False,True
19120,C754,C20649,0.9997100608631537,1064,316644,False,True
19121,C754,C20649,0.9997100608631537,1064,316754,False,True
19122,C754,C20649,0.9997100608631537,1064,316756,False,True
19123,C754,C20649,0.9997100608631537,1064,316763,False,True
19243,C1527,C231,0.9997100609034191,1064,316394,False,True
19244,C1527,C231,0.9997100609034191,1064,316395,False,True
19245,C1527,C231,0.9997100609034191,1064,316397,False,True
19246,C1527,C231,0.9997100609034191,1064,316420,False,True
19247,C1527,C231,0.9997100609034191,1064,316427,False,True
19248,C1527,C231,0.9997100609034191,1064,316428,False,True
19249,C1527,C231,0.9997100609034191,1064,316443,False,True
19250,C1527,C231,0.9997100609034191,1064,316445,False,True
19251,C1527,C231,0.9997100609034191,1064,316472,False,True
19252,C1527,C231,0.9997100609034191,1064,316475,False,True
19253,C1527,C231,0.9997100609034191,1064,316477,False,True
19254,C1527,C231,0.9997100609034191,1064,316492,False,True
19255,C1527,C231,0.9997100609034191,1064,316493,False,True
19256,C1527,C231,0.9997100609034191,1064,316549,False,True
19257,C1527,C231,0.9997100609034191,1064,316550,False,True
19258,C1527,C231,0.9997100609034191,1064,316569,False,True
19259,C1527,C231,0.9997100609034191,1064,316570,False,True
19260,C1527,C231,0.9997100609034191,1064,316604,False,True
19261,C1527,C231,0.9997100609034191,1064,316630,False,True
19262,C1527,C231,0.9997100609034191,1064,316632,False,True
19263,C1527,C231,0.9997100609034191,1064,316633,False,True
19264,C1527,C231,0.9997100609034191,1064,316647,False,True
19265,C1527,C231,0.9997100609034191,1064,316649,False,True
19266,C1527,C231,0.9997100609034191,1064,316652,False,True
19267,C1527,C231,0.9997100609034191,1064,316655,False,True
19268,C1527,C231,0.9997100609034191,1064,316658,False,True
19269,C1527,C231,0.9997100609034191,1064,316683,False,True
19270,C1527,C231,0.9997100609034191,1064,316685,False,True
19271,C1527,C231,0.9997100609034191,1064,316686,False,True
19272,C1527,C231,0.9997100609034191,1064,316687,False,True
19273,C1527,C231,0.9997100609034191,1064,316692,False,True
19274,C1527,C231,0.9997100609034191,1064,316718,False,True
19275,C1527,C231,0.9997100609034191,1064,316720,False,True
19276,C1527,C231,0.9997100609034191,1064,316721,False,True
19277,C1527,C231,0.9997100609034191,1064,316746,False,True
19278,C1527,C231,0.9997100609034191,1064,316748,False,True
19279,C1527,C231,0.9997100609034191,1064,316758,False,True
19280,C1527,C231,0.9997100609034191,1064,316768,False,True
19281,C1527,C231,0.9997100609034191,1064,316780,False,True
19282,C1527,C706,0.999710060904558,1064,316400,False,True
19283,C1527,C706,0.999710060904558,1064,316421,False,True
19284,C1527,C706,0.999710060904558,1064,316424,False,True
19285,C1527,C706,0.999710060904558,1064,316426,False,True
19286,C1527,C706,0.999710060904558,1064,316442,False,True
19287,C1527,C706,0.999710060904558,1064,316446,False,True
19288,C1527,C706,0.999710060904558,1064,316473,False,True
19289,C1527,C706,0.999710060904558,1064,316478,False,True
19290,C1527,C706,0.999710060904558,1064,316494,False,True
19291,C1527,C706,0.999710060904558,1064,316495,False,True
19292,C1527,C706,0.999710060904558,1064,316496,False,True
19293,C1527,C706,0.999710060904558,1064,316543,False,True
19294,C1527,C706,0.999710060904558,1064,316544,False,True
19295,C1527,C706,0.999710060904558,1064,316551,False,True
19296,C1527,C706,0.999710060904558,1064,316571,False,True
19297,C1527,C706,0.999710060904558,1064,316576,False,True
19298,C1527,C706,0.999710060904558,1064,316577,False,True
19299,C1527,C706,0.999710060904558,1064,316578,False,True
19300,C1527,C706,0.999710060904558,1064,316597,False,True
19301,C1527,C706,0.999710060904558,1064,316598,False,True
19302,C1527,C706,0.999710060904558,1064,316601,False,True
19303,C1527,C706,0.999710060904558,1064,316603,False,True
19304,C1527,C706,0.999710060904558,1064,316605,False,True
19305,C1527,C706,0.999710060904558,1064,316629,False,True
19306,C1527,C706,0.999710060904558,1064,316631,False,True
19307,C1527,C706,0.999710060904558,1064,316634,False,True
19308,C1527,C706,0.999710060904558,1064,316650,False,True
19309,C1527,C706,0.999710060904558,1064,316688,False,True
19310,C1527,C706,0.999710060904558,1064,316689,False,True
19311,C1527,C706,0.999710060904558,1064,316716,False,True
19312,C1527,C706,0.999710060904558,1064,316717,False,True
19313,C1527,C706,0.999710060904558,1064,316722,False,True
19314,C1527,C706,0.999710060904558,1064,316747,False,True
19315,C1527,C706,0.999710060904558,1064,316769,False,True
19316,C1527,C706,0.999710060904558,1064,316776,False,True
19317,C1527,C706,0.999710060904558,1064,316781,False,True
19354,C17831,C923,0.9997100608965599,1064,316563,False,True
19355,C2253,C36,0.9997100608768976,1064,316575,False,True
19477,C1789,C3586,0.9997100608840508,1065,316854,False,True
19478,C1789,C3586,0.9997100608840508,1065,317086,False,True
19776,C9997,C1487,0.9997100608744807,1065,316916,False,True
19778,C9793,C754,0.9997100608702152,1065,316961,False,True
19779,C9793,C754,0.9997100608702152,1065,316965,False,True
19780,C754,C20649,0.9997100608631537,1065,316964,False,True
19784,C21222,C1124,0.9997100609288924,1065,317003,False,True
19813,C20455,C2651,0.9997100608699947,1065,317096,False,True
19814,C20455,C2651,0.9997100608699947,1065,317148,False,True
19818,C12512,C92,0.9997100609011548,1065,317074,False,True
19819,C12512,C92,0.9997100609011548,1065,317076,False,True
19820,C12512,C92,0.9997100609011548,1065,317078,False,True
19824,C3586,C1789,0.9997100608840508,1066,317315,False,True
19825,C3586,C1789,0.9997100608840508,1066,317524,False,True
20165,C21585,C754,0.9997100608685219,1066,317348,False,True
20166,C21585,C754,0.9997100608685219,1066,317350,False,True
20168,C1521,C13797,0.9997100608618925,1066,317353,False,True
20235,C1869,C231,0.9997100608917191,1066,317455,False,True
20236,C1869,C231,0.9997100608917191,1066,317456,False,True
20237,C1869,C231,0.9997100608917191,1066,317475,False,True
20238,C1869,C231,0.9997100608917191,1066,317478,False,True
20239,C1869,C231,0.9997100608917191,1066,317480,False,True
20240,C1869,C231,0.9997100608917191,1066,317507,False,True
20241,C1869,C231,0.9997100608917191,1066,317510,False,True
20242,C1869,C231,0.9997100608917191,1066,317512,False,True
20243,C1869,C231,0.9997100608917191,1066,317533,False,True
20244,C1869,C231,0.9997100608917191,1066,317535,False,True
20245,C1869,C231,0.9997100608917191,1066,317537,False,True
20246,C1869,C231,0.9997100608917191,1066,317540,False,True
20247,C1869,C231,0.9997100608917191,1066,317562,False,True
20248,C1869,C231,0.9997100608917191,1066,317565,False,True
20249,C1869,C231,0.9997100608917191,1066,317568,False,True
20250,C1869,C231,0.9997100608917191,1066,317586,False,True
20251,C1869,C231,0.9997100608917191,1066,317588,False,True
20252,C1869,C231,0.9997100608917191,1066,317592,False,True
20253,C1869,C231,0.9997100608917191,1066,317619,False,True
20254,C1869,C231,0.9997100608917191,1066,317621,False,True
20255,C1869,C231,0.9997100608917191,1066,317624,False,True
20256,C1869,C231,0.9997100608917191,1066,317628,False,True
20257,C1869,C231,0.9997100608917191,1066,317652,False,True
20258,C1869,C231,0.9997100608917191,1066,317654,False,True
20259,C1869,C231,0.9997100608917191,1066,317657,False,True
20260,C1869,C231,0.9997100608917191,1066,317679,False,True
20261,C1869,C231,0.9997100608917191,1066,317684,False,True
20262,C1869,C231,0.9997100608917191,1066,317717,False,True
20263,C1869,C231,0.9997100608917191,1066,317720,False,True
20264,C1869,C231,0.9997100608917191,1066,317745,False,True
20265,C1869,C231,0.9997100608917191,1066,317749,False,True
20266,C1869,C231,0.9997100608917191,1066,317752,False,True
20267,C1869,C231,0.9997100608917191,1066,317767,False,True
20268,C1869,C231,0.9997100608917191,1066,317772,False,True
20269,C1869,C231,0.9997100608917191,1066,317777,False,True
20270,C1869,C231,0.9997100608917191,1066,317811,False,True
20271,C1869,C706,0.999710060892858,1066,317457,False,True
20272,C1869,C706,0.999710060892858,1066,317459,False,True
20273,C1869,C706,0.999710060892858,1066,317476,False,True
20274,C1869,C706,0.999710060892858,1066,317479,False,True
20275,C1869,C706,0.999710060892858,1066,317481,False,True
20276,C1869,C706,0.999710060892858,1066,317508,False,True
20277,C1869,C706,0.999710060892858,1066,317513,False,True
20278,C1869,C706,0.999710060892858,1066,317534,False,True
20279,C1869,C706,0.999710060892858,1066,317536,False,True
20280,C1869,C706,0.999710060892858,1066,317541,False,True
20281,C1869,C706,0.999710060892858,1066,317566,False,True
20282,C1869,C706,0.999710060892858,1066,317569,False,True
20283,C1869,C706,0.999710060892858,1066,317589,False,True
20284,C1869,C706,0.999710060892858,1066,317591,False,True
20285,C1869,C706,0.999710060892858,1066,317620,False,True
20286,C1869,C706,0.999710060892858,1066,317622,False,True
20287,C1869,C706,0.999710060892858,1066,317625,False,True
20288,C1869,C706,0.999710060892858,1066,317653,False,True
20289,C1869,C706,0.999710060892858,1066,317655,False,True
20290,C1869,C706,0.999710060892858,1066,317658,False,True
20291,C1869,C706,0.999710060892858,1066,317680,False,True
20292,C1869,C706,0.999710060892858,1066,317682,False,True
20293,C1869,C706,0.999710060892858,1066,317685,False,True
20294,C1869,C706,0.999710060892858,1066,317718,False,True
20295,C1869,C706,0.999710060892858,1066,317719,False,True
20296,C1869,C706,0.999710060892858,1066,317721,False,True
20297,C1869,C706,0.999710060892858,1066,317743,False,True
20298,C1869,C706,0.999710060892858,1066,317746,False,True
20299,C1869,C706,0.999710060892858,1066,317753,False,True
20300,C1869,C706,0.999710060892858,1066,317768,False,True
20301,C1869,C706,0.999710060892858,1066,317770,False,True
20302,C1869,C706,0.999710060892858,1066,317773,False,True
20303,C1869,C706,0.999710060892858,1066,317803,False,True
20304,C1869,C706,0.999710060892858,1066,317805,False,True
20305,C1869,C706,0.999710060892858,1066,317812,False,True
20311,C92,C14474,0.9997100608879992,1066,317607,False,True
20312,C14474,C346,0.9997100608675131,1066,317604,False,True
20313,C14474,C10817,0.999710060907218,1066,317613,False,True
20314,C961,C1173,0.9997100608755777,1066,317700,False,True
20319,C1003,C16933,0.9997100608871841,1066,317737,False,True
20324,C17121,C2038,0.9997100609161851,1066,317795,False,True
20325,C17121,C2038,0.9997100609161851,1066,317809,False,True
20441,C17121,C2038,0.9997100609161851,1067,317820,False,True
20442,C17121,C2038,0.9997100609161851,1067,317821,False,True
20532,C1789,C3586,0.9997100608840508,1067,317826,False,True
20533,C1789,C3586,0.9997100608840508,1067,318109,False,True
20691,C1869,C231,0.9997100608917191,1067,317839,False,True
20692,C1869,C231,0.9997100608917191,1067,317848,False,True
